event_id,transaction_description,transaction_type,iban,counterparty_name,counterparty_iban,amount,currency,transaction_subtype,monetary_account_id,updated_timestamp,place_name,place_address,category,geolocation_latitude,geolocation_longitude,geolocation_altitude,geolocation_radius,user_type,merchant_category_code,tags,opening_periods,number_of_recommendation_total,url_google_maps,city,country,event_type,inner_id,owner_user_id,recommendations_category.PENDING,recommendations_category.SKIPPED,recommendations_category.NOT_RECOMMENDED,recommendations_category.RECOMMENDED_UNCATEGORIZED,recommendations_category.RECOMMENDED_FOR_BUSINESS,recommendations_category.RECOMMENDED_FOR_FAMILY,recommendations_category.RECOMMENDED_FOR_DATE,recommendations_category.RECOMMENDED_FOR_MYSELF,recommendations_category.RECOMMENDED_FOR_FRIENDS,categories_friends.PENDING,categories_friends.SKIPPED,categories_friends.NOT_RECOMMENDED,categories_friends.RECOMMENDED_UNCATEGORIZED,categories_friends.RECOMMENDED_FOR_BUSINESS,categories_friends.RECOMMENDED_FOR_FAMILY,categories_friends.RECOMMENDED_FOR_DATE,categories_friends.RECOMMENDED_FOR_MYSELF,categories_friends.RECOMMENDED_FOR_FRIENDS,opening_periods.monday,opening_periods.tuesday,opening_periods.wednesday,opening_periods.thursday,opening_periods.friday,opening_periods.saturday,opening_periods.sunday,opening_periods.open,opening_periods.close,recommendations_category.  PENDING,recommendations_category.  SKIPPED,recommendations_category.  NOT_RECOMMENDED,recommendations_category.  RECOMMENDED_UNCATEGORIZED,recommendations_category.  RECOMMENDED_FOR_BUSINESS,recommendations_category.  RECOMMENDED_FOR_FAMILY,recommendations_category.  RECOMMENDED_FOR_DATE,recommendations_category.  RECOMMENDED_FOR_MYSELF,recommendations_category.  RECOMMENDED_FOR_FRIENDS,categories_friends.  PENDING,categories_friends.  SKIPPED,categories_friends.  NOT_RECOMMENDED,categories_friends.  RECOMMENDED_UNCATEGORIZED,categories_friends.  RECOMMENDED_FOR_BUSINESS,categories_friends.  RECOMMENDED_FOR_FAMILY,categories_friends.  RECOMMENDED_FOR_DATE,categories_friends.  RECOMMENDED_FOR_MYSELF,categories_friends.  RECOMMENDED_FOR_FRIENDS,.transaction_subtype,recommendations_category.   PENDING,recommendations_category.   SKIPPED,recommendations_category.   NOT_RECOMMENDED,recommendations_category.   RECOMMENDED_UNCATEGORIZED,recommendations_category.   RECOMMENDED_FOR_BUSINESS,recommendations_category.   RECOMMENDED_FOR_FAMILY,recommendations_category.   RECOMMENDED_FOR_DATE,recommendations_category.   RECOMMENDED_FOR_MYSELF,recommendations_category.   RECOMMENDED_FOR_FRIENDS,categories_friends.   PENDING,categories_friends.   SKIPPED,categories_friends.   NOT_RECOMMENDED,categories_friends.   RECOMMENDED_UNCATEGORIZED,categories_friends.   RECOMMENDED_FOR_BUSINESS,categories_friends.   RECOMMENDED_FOR_FAMILY,categories_friends.   RECOMMENDED_FOR_DATE,categories_friends.   RECOMMENDED_FOR_MYSELF,categories_friends.   RECOMMENDED_FOR_FRIENDS,opening_periods.weekdays,opening_periods.weekend,recommendations_category.PENDIND,categories_friends.RECOMMDED_FOR_FRIENDS,recommendations_category.SKIIPPED,categories_friends.SKIIPPED,recommendations_category.    PENDING,recommendations_category.    SKIPPED,recommendations_category.    NOT_RECOMMENDED,recommendations_category.    RECOMMENDED_UNCATEGORIZED,recommendations_category.    RECOMMENDED_FOR_BUSINESS,recommendations_category.    RECOMMENDED_FOR_FAMILY,recommendations_category.    RECOMMENDED_FOR_DATE,recommendations_category.    RECOMMENDED_FOR_MYSELF,recommendations_category.    RECOMMENDED_FOR_FRIENDS,categories_friends.    PENDING,categories_friends.    SKIPPED,categories_friends.    NOT_RECOMMENDED,categories_friends.    RECOMMENDED_UNCATEGORIZED,categories_friends.    RECOMMENDED_FOR_BUSINESS,categories_friends.    RECOMMENDED_FOR_FAMILY,categories_friends.    RECOMMENDED_FOR_DATE,categories_friends.    RECOMMENDED_FOR_MYSELF,categories_friends.    RECOMMENDED_FOR_FRIENDS,number_of_recommendations_total,transaction_subnetype,categories_friends.RECOMMENDED_FOR_M YSELF,counterparty_ibank,recommendations_category.RECOMMANDED_UNCATEGORIZED,opening_periods.Monday,opening_periods.Tuesday,opening_periods.Wednesday,opening_periods.Thursday,opening_periods.Friday,opening_periods.Saturday,opening_periods.Sunday,recommendations_category.PENDIN,recommendations_category.     PENDING,recommendations_category.     SKIPPED,recommendations_category.     NOT_RECOMMENDED,recommendations_category.     RECOMMENDED_UNCATEGORIZED,recommendations_category.     RECOMMENDED_FOR_BUSINESS,recommendations_category.     RECOMMENDED_FOR_FAMILY,recommendations_category.     RECOMMENDED_FOR_DATE,recommendations_category.     RECOMMENDED_FOR_MYSELF,recommendations_category.     RECOMMENDED_FOR_FRIENDS,categories_friends.     PENDING,categories_friends.     SKIPPED,categories_friends.     NOT_RECOMMENDED,categories_friends.     RECOMMENDED_UNCATEGORIZED,categories_friends.     RECOMMENDED_FOR_BUSINESS,categories_friends.     RECOMMENDED_FOR_FAMILY,categories_friends.     RECOMMENDED_FOR_DATE,categories_friends.     RECOMMENDED_FOR_MYSELF,categories_friends.     RECOMMENDED_FOR_FRIENDS,categories_friends. RECOMMENDED_FOR_BUSINESS,eventType,counterparty_ibn,country_normalized
374629158,"BUNQ: COFFEE SHOP LONDON, UK",BUNQ,GB82BUNQ1029345678,COFFEE SHOP,,-19.99,GBP,WITHDRAWAL,372831,2022-11-30T09:35:23.578261,,,FOOD_AND_DRINK,,,,,PERSON,5812,"cafe, breakfast, coffee",,3.0,,London,UK,BunqPayment,76384,388,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,[],[],[],[],"[{'name': 'John Doe', 'user_type': 'PERSON', 'number_of_recommendations': 1, 'uuid': '32gjds743hsd'}]","[{'name': 'Jane Smith', 'user_type': 'PERSON', 'number_of_recommendations': 1, 'uuid': '873jsdhdbw34'}]",[],"[{'name': 'Alice Brown', 'user_type': 'PERSON', 'number_of_recommendations': 1, 'uuid': '92jebvu543bs'}]",[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Kingdom
948362728,"IDEAL: ASTRO*CLOUDCAMP LOS ANGELES, US
22.00 USD, 1 USD = 0.92561 EUR in US.",IDEAL,FR25BUNN2300048934,CLOUDCAMP,,-20.26,EUR,WITHDRAWAL,293561,2022-12-14T10:37:26.924568,CLOUDCAMP,US.,ENTERTAINMENT,,,,,COMPANY,,"camping, outdoors",,,,,,iDealAction,,282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945214688,Bill: 20896018,ADYEN,DE89BUNQ5432082771,Zoom Inc.,,-24.99,USD,BILLING,289561,2022-12-14T11:22:09.456391,,,BUSINESS_EXPENSES,,,,,PERSON,,,,,,,,Bill,,569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209917670,Salary Transfer in 2022-09-05. Salary payment,PAYMENT,DE44BUNQ4090067582,Payroll,DE32BUNQ4081408723,2700.0,EUR,DEPOSIT,891726,2022-09-05T12:25:47.372826,,,PAYROLL,,,,,PERSON,,,,,,,,SalaryPayment,962104297,102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9475623854,Payment request from Matrix Ltd. (Matrix Ltd.) to J. Smith (John) with description INVOICE I0000.5362.0000.0498.,PAYMENT,DE78BUNQ1250065876,Matrix Ltd.,DE32INGB0889534273,-24.5,EUR,BILLING,295826,2024-07-12T14:22:06.483720,MatrixLtd,,BUSINESS_EXPENSES,,,,,COMPANY,,,,,,,,InvoicePayment,,207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9023457891,TR No. 544434567O034560 Reference number 307535 544434567O034560,SWIFT,DE45BUNQ1230056471,REVENUE SERVICE,FR46INGB0004567743,56372.0,USD,PAYMENT,294375,2024-02-21T10:57:45.678976,,,TAXES,,,,,COMPANY,,,,,,,,Payment,1567894532,334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5683424019,Transfer,MASTERCARD,UK98MCARD2378175821,Tesla Motors Ltd.,UK77MCARD2986058723,-20000.0,GBP,WITHDRAWAL,382746,2024-06-14T10:11:25.715492,,,TRANSPORT,,,,,COMPANY,,,,,,,,Payment,2083742501,558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49726284,Online shopping,MASTERCARD,DE90WISE3054218617,Jennifer,US44WISE4095627410,-35.0,USD,CARD PAYMENT,689726,2022-02-14T10:59:20.320976,Amazon,"410 Terry Ave N, Seattle, WA 98109, USA",SHOPPING,47.622543,-122.336775,34.0,10.0,PERSON,5311,"online, shopping, store",,3.0,"https://www.google.com/maps/place/Amazon.com/@47.622543,-122.336775",Seattle,US,Payment,40439554,388,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,[],[],[],"[{'name': 'John Doe', 'user_type': 'PERSON', 'number_of_recommendations': 1, 'uuid': 'f80910ee-43e1-4c3f-a52b-a0cf1f496932'}, {'name': 'Mike Smith', 'user_type': 'PERSON', 'number_of_recommendations': 1, 'uuid': '0afda7b4-499f-4244-a62c-cb1f9ad873c8'}]",[],"[{'name': 'Jane Doe', 'user_type': 'PERSON', 'number_of_recommendations': 1, 'uuid': 'e7ea7ecf-8681-4527-9c72-0c1b4a4d9ad3'}]",[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA
96291532,Funds transfer from B. Hastings (Benjamin) to B. Hastings (Benjamin) with description .,SWIFT,UK54BUNQ3309765013,B. Hastings,UK78BUNQ2257316202,789.3,GBP,TRANSFER PAYMENT,200905,2020-05-29T17:02:35.111241,,,SAVINGS,,,,,COMPANY,,,,,,,,Payment,13256148,336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52726492,Groceries,IDEAL,FR68IDEA2207869625,Jean Dubois,FR76IDEA2046245930,-2375.74,EUR,WITHDRAWAL,102504,2021-09-16T15:20:45.325032,,,GROCERIES,,,,,COMPANY,,,,,,,,Payment,80275614,207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394587620,Receipt: 5478921,IDEAL,DE44SOFI2045153291,sofi AG,,-12.99,USD,BILLING,2950246,2021-08-18T15:54:20.937485,,,FINANCE,,,,,PERSON,,,,,,,,Receipt,,336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906920591,Top up for 2023-04-15. Deposit payment,DEPOSIT,DE34BUNQ3056243248,bunq,DE87BUNQ3086627507,120.5,USD,TOP UP,3068253,2023-04-15T14:31:18.782300,,,,,,,,PERSON,,,,,,,,Topup,956757805,558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761523849,Invoice: 34567291,FIS,DE89BUNQ3073694215,JKT Corp,,-45.7,USD,BILLING,2930765,2023-03-05T10:12:21.512734,,,BUSINESS_EXPENSES,,,,,PERSON,,,,,,,,Invoice,,207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673812345,Kaiserstraat 56-II,PAYMENT,DE10BUNQ3075248925,F.G. Lindeman,DE32BUNQ3100662851,500.0,EUR,INVOICE,3847125,2021-07-05T17:25:30.345678,,,RENT_AND_UTILITIES,,,,,PERSON,,,,,,,,Payment,687134695,137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775824315,Rosebery Avenue 162,SWIFT,UK58SWFT8914206812,A.B. Philips,UK22SWFT9921371425,450.0,GBP,TRANSFER PAYMENT,3958641,2021-09-02T14:10:40.719172,,,RENT_AND_UTILITIES,,,,,PERSON,,,,,,,,Transfer,753062184,207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029384102938,Payment for October 2021 Office Space Water Lily Lane 128,PAYMENT,DE89BUNQ1016253218,F.D. Müller,DE45DABA0485321950,520.0,EUR,PAYMENT,3758129,2021-10-03T14:18:20.101318,,,RENT_AND_UTILITIES,,,,,COMPANY,,,,,,,,Payment,982181734,334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893201267,Baker Street 221B,PAYMENT,GB53BARC20769331992695,B. Giles,GB84LOYD30963468979773,450.0,GBP,WITHDRAWAL,6752389,2021-07-20T14:18:03.837747,Starbucks,"Baker Street 221B, London",FOOD_AND_DRINK,51.5189,0.1585,65,500,COMPANY,5812,"cafe,restaurant,store",09:00-18:00,5.0,https://maps.google.com/?q=Baker+Street+221B,London,UK,Payment,854719206,334,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,"[['A. Smith', 'PERSON', 1, '159']]",[],"[['B. Johnson', 'PERSON', 1, '312']]",[],"[['C. Williams', 'PERSON', 1, '842'], ['D. Brown', 'PERSON', 1, '526']]","[['E. Clark', 'PERSON', 1, '768']]",[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Kingdom
492539850,Kerkstraat 436-II,ADYEN,NL38BUNQ2073159328,M.K. Beckers,NL60BUNQ2390589628,455.5,EUR,DEPOSIT,3586421,2022-02-03T09:46:21.123450,,,RENT_AND_UTILITIES,,,,,COMPANY,,,,,,,,Payment,928427163,336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
783462098,"IDEAL: WWW.HANDTOOLSONLINE.CO.UK LONDON, UK",IDEAL,UK19BUNQ9865420367,WWW.HANDTOOLSONLINE.CO.UK,,-325.75,GBP,BILLING,5432678,2021-05-25T11:45:33.574214,,,PROFESSIONAL_SERVICES,,,,,COMPANY,5065,"tools, hardware, store",,,,,,IdealAction,,334,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,[],[],[],[],"[{'name': 'John Doe', 'user_type': 'PERSON', 'number_of_recommendations': 1, 'uuid': '5536e870-eefd-11eb-9a03-0242ac130003'}]",[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573289461,"IDEAL: ONLINETOOLSSTORE.COM AMSTERDAM, NL
",IDEAL,NL24BUNQ2093415032,ONLINETOOLSSTORE.COM,,-120.0,EUR,PURCHASE,4598213,2021-05-19T20:25:50.890749,,,PROFESSIONAL_SERVICES,,,,,COMPANY,5074,,,,,,,iDealAction,,207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725931406,Money transfer from A.L. Smith (Alex) to B.J. Turner (Ben) with description us1098254832 2040000454204850 us1098254832 - amazon.com.,PAYMENT,US23BUNQ3078602458,A.L. Smith,US75BUNQ3026428553,-75.32,USD,REQUEST,4112857,2021-04-15T07:35:40.126784,,,SHOPPING,,,,,PERSON,,,,,,,,RequestResponse,,558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905234764,"Payment request from M.K. Johnson (Mike) to M.K. Johnson (Mike) with description Amazon.com New York, US.",MASTERCARD,US07BUNQ4081203725,M.K. Johnson,US21BUNQ3529085649,-15.3,USD,BILLING,4021673,2021-03-30T07:52:30.873552,,,SHOPPING,,,,,COMPANY,,,,,,,,InvoiceReponse,,388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412781521,"ATN2021-QBCGM ATN2021 ZEIST, 257",IDEAL,NL07BUNQ1239846531,Emily,NL91BUNQ4452675397,-425.0,GBP,DEPOSIT,4157456,2021-04-07T14:35:03.895472,Kaffee Haus,"96 High St, Zeist, 3701",FOOD_AND_DRINK,52.090737,5.12142,31,100,COMPANY,5812,"cafe, restaurant, bakery","MON-FRI: 7AM-7PM, SAT-SUN: 8AM-6PM",10.0,https://goo.gl/maps/RwDbk6KJWDPikQzL8,Zeist,NL,Payment,468321098,137,0.0,1.0,0.0,2.0,3.0,2.0,1.0,1.0,0.0,[],"[['Benny', 'PERSON', 1, 'bd518e'], ['Oliver', 'COMPANY', 1, 'h7598e']]",[],"[['Lisa', 'PERSON', 1, 'fo248r']]","[['John', 'PERSON', 1, 'as468e']]",[],[],[],"[['Kate', 'PERSON', 1, 'yt348r']]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Netherlands
315859654,Funds request from amazon.com Inc. collecting for Amazon (amazon.com Inc. collecting for Amazon) to J.D. Smith (John) with description 3657239845 0040056473655276 Amazon ref 3657239845 Amazon.,PAYMENT,US74BUNQ3078652345,amazon.com Inc. collecting for Amazon,,-954.56,USD,REQUEST,4103958,2022-01-10T08:28:15.794563,Amazon.com,,ENTERTAINMENT,,,,,PERSON,,,,,,,,RequestResponse,,336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926372483,"Amazon Berlin, 001",IDEAL,DE95BUNQ3013332588,M.K. Muller,DE59BUNQ4036293217,55.2,EUR,INVOICE,5294163,2021-05-10T17:03:59.943372,,,BUSINESS_EXPENSES,,,,,COMPANY,,,,,,,,Payment,928317469,569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521643546,TX98471253110XB Income for YourDelivery order 41367174,BUNQ,DE76BUNQ1078652391,YourDelivery,DE98ABNA0365175693,58.8,EUR,PAYMENT,4283176,2021-05-16T13:32:34.866290,,,SAVINGS,,,,,COMPANY,,,,,,,,Payment,521364501,336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276135841,"IDEAL: TRANS LINK Columbus, US
89.20 USD, 1 USD = 0.75532 EUR",IDEAL,NL09BUNQ8906429433,TRANS LINK,,-67.34,EUR,WITHDRAWAL,4083721,2021-07-22T12:43:28.156248,,,BUSINESS_EXPENSES,,,,,COMPANY,5992,,,,,,,iDealPayment,,336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687304235,"SWIFT: Amazon.com Seattle, US
 in US.",SWIFT,US72SWFT1033289746,Amazon.com,,-79.99,USD,INVOICE,8742694,2021-06-19T15:45:16.341278,Amazon.com,US.,ELECTRONICS,,,,,COMPANY,5732,,,,,,,SwiftAction,,334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726445309,"IDEAL: Amazon Inc. US, 000
",IDEAL,US23BUNQ9608154237,Amazon Inc.,,-150.56,USD,PURCHASE,6789131,2021-09-05T19:35:55.897463,,,SHOPPING,,,,,COMPANY,5311,"online, shopping",,,,,,iDealPayment,,282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954739583,Payment request from L.F. Williams (Leah) to Amazon (Amazon) with reference 2977336034085098KL01 0829118726945854 27c917fd728825d3kk9800075b916 0.,IDEAL,GB63BUNQ3072826790,Amazon,,-59.0,GBP,BILLING,4103877,2021-05-07T09:19:02.932172,Amazon,,SHOPPING,,,,,PERSON,,,,,,,,RequestResponse,,334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864721662,"Cash withdrawal by L.K. Davis (Len) from H.S. Johnson (Hank) with description GNT Telecom UK, London, UK

Shipping cost refund.",WITHDRAWAL,UK09BUNQ5063928012,L.K. Davis & H.S. Johnson CP,UK20BUNQ6078553698,-23.75,GBP,REVERSAL,5013728,2021-07-10T10:31:38.935454,,,FINANCE,,,,,COMPANY,,,,,,,,WithdrawalResponse,,336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298173562,"ADBEN: Cafe Coffee Day, US
 in Leaf radius 12, Austin, US, 67890.",ADBEN,US83BUNQ6785302498,CafeCoffeeDay,,-7.5,USD,PAYMENT,4829271,2022-02-03T10:59:12.964283,CafeCoffeeDay,"Leaf radius 12, Austin, US, 67890.",FOOD_AND_DRINK,30.267153,-97.743061,0,0,COMPANY,5812,"cafe, bakery, store",,,,,,AdyenAction,,282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599317362,"MASTER CARD Payment: Amazon London, UK
 in UK.",PAYMENT,GB34BUNQ4069802907,,,52.87,GBP,FULL,6105043,2021-06-18T11:20:14.003392,Amazon,UK.,ELECTRONICS,,,,,COMPANY,,,,,,,,MasterCardActionPayment,,102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
